id,type,prix,date_debut,date_fin,statut
8487,Pro Annuel,700.74,2024-03-14,2025-03-17,ACTIVE
9217,Pro Annuel,702.16,2025-03-24,2026-03-20,ACTIVE
6904,Basique Mensuel,36.75,2023-01-23,2023-02-22,EXPIRE
9155,Premium Hebdomadaire,20.26,2023-07-03,2023-07-09,SUSPENDU
5961,Pro Annuel,656.53,2026-01-05,2026-12-30,ACTIVE
7035,Basique Hebdomadaire,16.1,2023-01-16,2023-01-24,SUSPENDU
6052,Family Mensuel,84.33,2024-10-17,2024-11-19,SUSPENDU
2392,Family Mensuel,80.82,2025-08-22,2025-09-24,ACTIVE
7182,Pro Annuel,709.34,2024-05-16,2025-05-22,ACTIVE
4329,Premium Hebdomadaire,24.85,2025-06-01,2025-06-09,ACTIVE
6453,Premium Mensuel,63.81,2026-09-13,2026-10-09,SUSPENDU
1984,Etudiant Mensuel,29.54,2023-10-13,2023-11-08,ACTIVE
8247,Etudiant Mensuel,28.03,2024-12-16,2025-01-16,SUSPENDU
1555,Premium Hebdomadaire,19.58,2025-10-28,2025-11-04,SUSPENDU
4851,Pro Annuel,695.27,2026-05-20,2027-05-16,EXPIRE
9096,Family Mensuel,75.47,2023-09-01,2023-10-01,ACTIVE
9923,Basique Hebdomadaire,10.9,2024-04-05,2024-04-13,ACTIVE
7533,Premium Hebdomadaire,20.95,2025-07-08,2025-07-14,ACTIVE
6854,Family Mensuel,80.08,2024-06-28,2024-07-28,EXPIRE
4642,Premium Hebdomadaire,21.22,2026-04-02,2026-04-10,EXPIRE
2882,Family Mensuel,76.17,2024-12-10,2025-01-08,EXPIRE
1678,Pro Annuel,712.73,2023-04-24,2024-04-30,ACTIVE
4886,Basique Mensuel,39.14,2025-08-18,2025-09-19,EXPIRE
1965,Basique Mensuel,41.09,2025-09-14,2025-10-18,SUSPENDU
902,Basique Mensuel,41.78,2024-05-16,2024-06-20,ACTIVE
7131,Basique Mensuel,42.36,2026-02-02,2026-03-09,SUSPENDU
3069,Basique Mensuel,44.5,2026-07-22,2026-08-25,EXPIRE
2297,Family Mensuel,78.44,2026-09-15,2026-10-18,EXPIRE
6238,Basique Hebdomadaire,14.6,2025-07-09,2025-07-18,SUSPENDU
5863,Premium Hebdomadaire,18.19,2025-09-10,2025-09-16,ACTIVE
297,Family Mensuel,81.61,2026-12-27,2027-01-24,EXPIRE
8779,Premium Mensuel,72.07,2026-08-18,2026-09-14,ACTIVE
58,Basique Mensuel,39.43,2023-04-12,2023-05-12,EXPIRE
7243,Etudiant Mensuel,26.45,2026-12-01,2026-12-28,ACTIVE
4386,Premium Mensuel,69.26,2023-10-11,2023-11-09,EXPIRE
2985,Basique Mensuel,39.51,2024-11-25,2024-12-29,ACTIVE
28,Family Mensuel,83.17,2023-10-11,2023-11-13,EXPIRE
4408,Family Mensuel,82.5,2023-07-16,2023-08-14,EXPIRE
9878,Basique Mensuel,40.04,2023-04-14,2023-05-18,EXPIRE
2677,Family Mensuel,80.62,2025-08-18,2025-09-19,ACTIVE
8546,Etudiant Mensuel,33.96,2026-11-02,2026-12-06,ACTIVE
5263,Pro Annuel,710.48,2025-02-23,2026-03-04,SUSPENDU
5842,Premium Mensuel,67.84,2026-04-25,2026-05-22,ACTIVE
7022,Basique Hebdomadaire,10.0,2024-01-27,2024-02-03,EXPIRE
3249,Pro Annuel,700.4,2026-11-17,2027-11-15,SUSPENDU
5668,Etudiant Mensuel,29.28,2023-12-09,2024-01-04,SUSPENDU
3885,Premium Hebdomadaire,21.67,2023-06-20,2023-06-29,ACTIVE
7664,Basique Hebdomadaire,15.18,2023-05-13,2023-05-22,SUSPENDU
296,Premium Mensuel,68.74,2025-03-05,2025-03-31,ACTIVE
3162,Premium Hebdomadaire,21.81,2025-04-27,2025-05-05,ACTIVE
2581,Etudiant Mensuel,29.78,2024-07-20,2024-08-16,ACTIVE
3871,Premium Mensuel,65.79,2023-09-15,2023-10-19,EXPIRE
9211,Premium Hebdomadaire,18.38,2023-10-21,2023-10-29,EXPIRE
4405,Family Mensuel,79.76,2026-10-21,2026-11-20,EXPIRE
6953,Etudiant Mensuel,23.67,2026-01-03,2026-02-04,ACTIVE
649,Family Mensuel,79.57,2026-03-02,2026-04-02,ACTIVE
1371,Premium Mensuel,65.48,2026-09-12,2026-10-09,ACTIVE
9856,Etudiant Mensuel,29.06,2025-11-22,2025-12-24,ACTIVE
6993,Pro Annuel,701.69,2025-10-14,2026-10-08,ACTIVE
5533,Basique Mensuel,42.36,2024-03-12,2024-04-12,ACTIVE
9621,Basique Mensuel,43.14,2023-02-19,2023-03-26,EXPIRE
5709,Pro Annuel,698.6,2026-04-11,2027-04-08,ACTIVE
4210,Basique Mensuel,37.96,2023-11-04,2023-12-01,EXPIRE
682,Family Mensuel,77.96,2025-12-27,2026-01-23,ACTIVE
435,Pro Annuel,660.69,2024-01-09,2025-01-13,EXPIRE
9310,Etudiant Mensuel,30.67,2025-01-23,2025-02-26,ACTIVE
4825,Basique Hebdomadaire,13.88,2026-11-01,2026-11-10,EXPIRE
9762,Family Mensuel,78.45,2026-11-01,2026-12-03,EXPIRE
3160,Family Mensuel,80.55,2023-11-23,2023-12-24,EXPIRE
1490,Pro Annuel,660.26,2024-09-18,2025-09-20,ACTIVE
2988,Etudiant Mensuel,28.16,2025-05-21,2025-06-22,ACTIVE
813,Pro Annuel,702.59,2024-03-06,2025-03-06,ACTIVE
1883,Basique Hebdomadaire,11.77,2026-03-12,2026-03-20,ACTIVE
9268,Family Mensuel,76.52,2023-10-04,2023-11-03,ACTIVE
4937,Basique Mensuel,44.1,2023-06-06,2023-07-09,ACTIVE
9936,Family Mensuel,83.41,2026-06-03,2026-06-29,SUSPENDU
1941,Premium Hebdomadaire,20.54,2023-03-28,2023-04-03,EXPIRE
3297,Etudiant Mensuel,33.51,2023-02-16,2023-03-23,EXPIRE
3535,Etudiant Mensuel,34.26,2026-10-17,2026-11-20,EXPIRE
4526,Family Mensuel,85.25,2024-07-13,2024-08-09,ACTIVE
3730,Premium Hebdomadaire,16.82,2023-08-19,2023-08-28,EXPIRE
7016,Basique Hebdomadaire,14.72,2023-02-06,2023-02-14,EXPIRE
1613,Basique Mensuel,43.18,2023-06-03,2023-07-03,ACTIVE
1182,Basique Mensuel,42.5,2025-11-10,2025-12-12,ACTIVE
1376,Pro Annuel,709.61,2025-11-04,2026-11-14,SUSPENDU
9225,Pro Annuel,697.3,2023-11-19,2024-11-19,SUSPENDU
3947,Pro Annuel,700.96,2026-11-21,2027-11-14,EXPIRE
7211,Basique Hebdomadaire,17.25,2026-11-01,2026-11-07,EXPIRE
5212,Basique Hebdomadaire,12.05,2025-08-01,2025-08-09,ACTIVE
64,Premium Mensuel,70.64,2023-06-25,2023-07-23,ACTIVE
627,Family Mensuel,73.41,2025-01-01,2025-01-29,ACTIVE
4422,Etudiant Mensuel,26.04,2024-02-22,2024-03-22,SUSPENDU
1670,Etudiant Mensuel,31.47,2026-02-23,2026-03-29,EXPIRE
2113,Basique Mensuel,40.06,2025-10-20,2025-11-21,ACTIVE
5805,Family Mensuel,87.81,2025-06-28,2025-08-02,ACTIVE
9764,Basique Hebdomadaire,13.58,2023-11-03,2023-11-09,EXPIRE
4033,Etudiant Mensuel,28.42,2024-10-16,2024-11-19,ACTIVE
6546,Family Mensuel,79.33,2024-10-04,2024-11-01,ACTIVE
7949,Family Mensuel,81.75,2025-05-25,2025-06-21,ACTIVE
85,Premium Hebdomadaire,19.33,2025-07-18,2025-07-24,ACTIVE
9181,Pro Annuel,699.82,2024-12-02,2025-11-25,ACTIVE
1463,Family Mensuel,79.61,2025-08-26,2025-09-23,ACTIVE
2284,Basique Mensuel,38.22,2023-04-09,2023-05-09,ACTIVE
2888,Basique Hebdomadaire,14.71,2026-01-03,2026-01-10,EXPIRE
5835,Pro Annuel,700.32,2024-11-25,2025-11-24,ACTIVE
685,Etudiant Mensuel,28.29,2023-11-01,2023-12-04,SUSPENDU
4470,Basique Hebdomadaire,15.21,2024-06-25,2024-07-04,ACTIVE
419,Etudiant Mensuel,28.43,2026-09-05,2026-10-04,EXPIRE
5229,Pro Annuel,729.07,2025-07-28,2026-07-28,ACTIVE
4254,Basique Mensuel,38.03,2026-11-06,2026-12-08,ACTIVE
2710,Premium Mensuel,72.8,2026-11-03,2026-12-04,SUSPENDU
2358,Pro Annuel,700.25,2023-11-28,2024-12-02,ACTIVE
8060,Pro Annuel,698.21,2025-05-28,2026-05-25,EXPIRE
1367,Premium Mensuel,69.94,2025-08-03,2025-09-01,ACTIVE
6278,Pro Annuel,657.66,2023-01-24,2024-01-28,ACTIVE
3917,Basique Mensuel,42.33,2023-11-06,2023-12-10,ACTIVE
294,Premium Mensuel,69.82,2026-01-13,2026-02-16,ACTIVE
2640,Family Mensuel,75.91,2026-01-05,2026-02-02,ACTIVE
9459,Premium Mensuel,74.67,2024-07-10,2024-08-06,ACTIVE
1507,Basique Hebdomadaire,15.24,2023-02-12,2023-02-20,EXPIRE
9038,Premium Mensuel,74.91,2023-05-22,2023-06-24,ACTIVE
7394,Etudiant Mensuel,28.49,2025-07-07,2025-08-04,ACTIVE
1635,Premium Hebdomadaire,20.19,2025-07-13,2025-07-20,SUSPENDU
2458,Family Mensuel,80.42,2024-03-20,2024-04-17,ACTIVE
9892,Basique Mensuel,41.64,2025-03-22,2025-04-18,ACTIVE
5559,Premium Mensuel,69.94,2024-11-13,2024-12-11,EXPIRE
9752,Premium Hebdomadaire,21.25,2025-12-28,2026-01-06,ACTIVE
2301,Premium Mensuel,74.38,2024-08-12,2024-09-15,ACTIVE
4538,Basique Mensuel,37.04,2024-01-05,2024-02-06,ACTIVE
2939,Family Mensuel,79.54,2024-08-28,2024-10-02,EXPIRE
1564,Pro Annuel,669.58,2023-01-16,2024-01-22,ACTIVE
5690,Family Mensuel,79.69,2023-04-08,2023-05-04,SUSPENDU
8659,Etudiant Mensuel,30.61,2023-02-07,2023-03-12,SUSPENDU
7518,Basique Mensuel,41.14,2023-06-28,2023-07-29,ACTIVE
1980,Premium Hebdomadaire,21.52,2026-06-17,2026-06-24,ACTIVE
1884,Pro Annuel,698.92,2026-11-23,2027-11-19,ACTIVE
3804,Basique Mensuel,37.88,2023-01-14,2023-02-12,EXPIRE
439,Family Mensuel,79.42,2026-04-23,2026-05-28,EXPIRE
4636,Premium Mensuel,64.74,2025-02-14,2025-03-18,ACTIVE
4529,Pro Annuel,667.9,2026-01-10,2027-01-17,EXPIRE
4333,Premium Hebdomadaire,22.35,2025-12-24,2026-01-01,SUSPENDU
3574,Premium Mensuel,70.34,2026-08-15,2026-09-14,EXPIRE
8742,Etudiant Mensuel,34.35,2026-07-26,2026-08-29,ACTIVE
8912,Premium Mensuel,68.51,2026-10-01,2026-11-02,ACTIVE
4818,Basique Mensuel,40.02,2026-07-06,2026-08-06,ACTIVE
6436,Basique Hebdomadaire,12.92,2026-07-23,2026-07-29,ACTIVE
2987,Basique Mensuel,42.27,2024-12-16,2025-01-18,ACTIVE
7839,Basique Mensuel,39.49,2023-12-22,2024-01-22,EXPIRE
705,Etudiant Mensuel,25.19,2026-03-11,2026-04-08,EXPIRE
2281,Basique Hebdomadaire,10.0,2023-01-10,2023-01-17,EXPIRE
8735,Basique Hebdomadaire,10.17,2025-10-15,2025-10-22,ACTIVE
4148,Basique Mensuel,41.42,2025-06-17,2025-07-15,EXPIRE
5413,Basique Hebdomadaire,12.61,2025-05-16,2025-05-24,ACTIVE
374,Pro Annuel,711.72,2023-04-01,2024-04-07,EXPIRE
6406,Premium Mensuel,75.2,2023-07-12,2023-08-13,EXPIRE
9224,Basique Mensuel,37.24,2023-03-14,2023-04-15,EXPIRE
2586,Premium Hebdomadaire,18.86,2024-04-15,2024-04-22,ACTIVE
1333,Basique Hebdomadaire,13.61,2025-08-19,2025-08-28,ACTIVE
9573,Premium Hebdomadaire,19.91,2025-07-15,2025-07-22,ACTIVE
5283,Pro Annuel,701.84,2024-10-22,2025-10-15,EXPIRE
9132,Premium Hebdomadaire,23.61,2023-08-17,2023-08-24,EXPIRE
8316,Premium Mensuel,71.37,2024-02-12,2024-03-11,ACTIVE
9810,Premium Mensuel,69.62,2025-10-05,2025-11-05,ACTIVE
1785,Premium Mensuel,70.14,2025-11-14,2025-12-12,ACTIVE
3183,Pro Annuel,726.0,2023-06-21,2024-06-13,ACTIVE
495,Family Mensuel,82.73,2023-02-25,2023-03-26,ACTIVE
7364,Premium Mensuel,71.49,2026-10-11,2026-11-13,SUSPENDU
2861,Premium Mensuel,64.83,2023-09-22,2023-10-22,EXPIRE
7930,Premium Mensuel,67.32,2023-12-02,2024-01-01,EXPIRE
4042,Basique Hebdomadaire,15.37,2025-03-21,2025-03-29,ACTIVE
7179,Basique Mensuel,39.24,2026-02-08,2026-03-10,ACTIVE
2898,Etudiant Mensuel,31.09,2025-04-06,2025-05-08,ACTIVE
367,Etudiant Mensuel,29.51,2024-06-20,2024-07-21,ACTIVE
850,Family Mensuel,81.53,2024-10-22,2024-11-25,ACTIVE
7441,Pro Annuel,703.17,2023-03-19,2024-03-20,EXPIRE
9455,Premium Hebdomadaire,21.39,2023-12-04,2023-12-10,SUSPENDU
4302,Premium Mensuel,67.53,2025-05-27,2025-06-25,ACTIVE
2654,Family Mensuel,81.85,2023-11-17,2023-12-16,ACTIVE
3504,Premium Mensuel,65.88,2023-09-01,2023-09-28,EXPIRE
1542,Pro Annuel,703.18,2026-05-08,2027-05-11,ACTIVE
4166,Premium Mensuel,71.42,2023-03-18,2023-04-16,EXPIRE
8867,Basique Mensuel,40.49,2026-08-15,2026-09-10,SUSPENDU
323,Basique Hebdomadaire,11.52,2023-03-03,2023-03-10,ACTIVE
2032,Pro Annuel,698.24,2026-04-03,2027-04-04,EXPIRE
814,Basique Mensuel,42.84,2024-02-06,2024-03-12,SUSPENDU
8940,Basique Hebdomadaire,12.71,2024-10-06,2024-10-12,ACTIVE
9376,Basique Hebdomadaire,12.14,2025-02-20,2025-03-01,ACTIVE
1080,Pro Annuel,701.52,2026-08-26,2027-08-20,ACTIVE
2227,Family Mensuel,82.55,2023-11-21,2023-12-17,EXPIRE
9137,Premium Hebdomadaire,21.44,2025-06-11,2025-06-20,ACTIVE
9532,Pro Annuel,712.21,2026-10-19,2027-10-28,SUSPENDU
2706,Premium Hebdomadaire,22.67,2026-07-13,2026-07-19,EXPIRE
6825,Premium Hebdomadaire,22.34,2025-05-06,2025-05-15,ACTIVE
7557,Pro Annuel,702.35,2026-12-02,2027-11-26,ACTIVE
1165,Premium Mensuel,71.83,2023-10-03,2023-10-29,SUSPENDU
3262,Basique Mensuel,40.07,2026-02-22,2026-03-24,ACTIVE
4688,Etudiant Mensuel,28.78,2023-03-19,2023-04-22,EXPIRE
1451,Basique Mensuel,40.55,2026-03-16,2026-04-17,ACTIVE
3863,Family Mensuel,82.48,2023-08-21,2023-09-23,EXPIRE
6104,Premium Mensuel,73.42,2024-06-11,2024-07-12,ACTIVE
9216,Basique Mensuel,42.15,2026-11-15,2026-12-15,ACTIVE
7121,Pro Annuel,727.21,2025-06-15,2026-06-10,SUSPENDU
6399,Family Mensuel,84.07,2025-08-05,2025-09-08,SUSPENDU
9589,Basique Mensuel,36.28,2023-02-24,2023-03-22,ACTIVE
6215,Basique Hebdomadaire,10.6,2025-01-18,2025-01-24,ACTIVE
9646,Pro Annuel,699.46,2024-03-25,2025-03-27,ACTIVE
5337,Family Mensuel,81.57,2024-08-13,2024-09-15,ACTIVE
4057,Premium Hebdomadaire,22.62,2025-03-17,2025-03-23,ACTIVE
9512,Premium Mensuel,70.65,2023-12-17,2024-01-19,EXPIRE
3000,Basique Mensuel,37.31,2024-01-05,2024-02-03,ACTIVE
9025,Basique Mensuel,40.08,2023-08-04,2023-09-02,EXPIRE
1232,Basique Hebdomadaire,10.52,2023-08-15,2023-08-22,ACTIVE
1515,Etudiant Mensuel,28.96,2026-07-08,2026-08-09,ACTIVE
2314,Premium Mensuel,73.39,2025-10-07,2025-11-10,ACTIVE
1452,Premium Hebdomadaire,24.05,2024-12-23,2025-01-01,SUSPENDU
5268,Pro Annuel,699.0,2023-03-23,2024-03-23,EXPIRE
6132,Premium Hebdomadaire,20.0,2025-03-24,2025-04-01,ACTIVE
8532,Basique Mensuel,34.99,2023-01-11,2023-02-06,EXPIRE
6465,Pro Annuel,697.82,2024-02-19,2025-02-17,SUSPENDU
839,Premium Hebdomadaire,23.56,2026-06-27,2026-07-05,ACTIVE
9916,Pro Annuel,700.51,2024-05-05,2025-04-28,ACTIVE
8262,Basique Mensuel,45.58,2026-04-03,2026-05-07,ACTIVE
6415,Premium Mensuel,73.45,2025-06-14,2025-07-10,ACTIVE
8505,Family Mensuel,75.22,2025-09-22,2025-10-25,ACTIVE
3568,Basique Mensuel,44.42,2026-02-19,2026-03-24,SUSPENDU
9265,Pro Annuel,708.31,2023-12-20,2024-12-25,ACTIVE
3088,Basique Hebdomadaire,15.18,2024-04-11,2024-04-17,SUSPENDU
8644,Basique Hebdomadaire,14.84,2025-07-17,2025-07-25,ACTIVE
1715,Basique Hebdomadaire,13.03,2023-05-03,2023-05-11,EXPIRE
340,Etudiant Mensuel,26.98,2024-05-06,2024-06-03,ACTIVE
9564,Premium Hebdomadaire,22.49,2026-04-23,2026-04-30,ACTIVE
5943,Etudiant Mensuel,27.99,2024-10-17,2024-11-17,SUSPENDU
9870,Premium Mensuel,69.43,2023-05-05,2023-06-05,SUSPENDU
8103,Pro Annuel,699.12,2026-04-05,2027-04-04,ACTIVE
8489,Basique Hebdomadaire,14.02,2023-08-17,2023-08-24,EXPIRE
589,Pro Annuel,729.48,2023-06-01,2024-06-05,ACTIVE
3366,Family Mensuel,78.71,2024-01-19,2024-02-20,SUSPENDU
2671,Basique Hebdomadaire,11.74,2025-03-12,2025-03-18,ACTIVE
3590,Etudiant Mensuel,25.6,2025-01-16,2025-02-12,ACTIVE
35,Premium Hebdomadaire,22.27,2023-06-01,2023-06-08,EXPIRE
29,Basique Mensuel,38.91,2025-04-02,2025-05-01,SUSPENDU
8554,Basique Mensuel,40.0,2025-08-27,2025-09-27,ACTIVE
8118,Etudiant Mensuel,26.92,2025-09-27,2025-10-27,EXPIRE
2171,Family Mensuel,84.27,2025-03-15,2025-04-17,ACTIVE
8378,Family Mensuel,78.32,2024-04-27,2024-05-26,EXPIRE
5621,Pro Annuel,667.41,2025-09-13,2026-09-19,SUSPENDU
890,Basique Mensuel,41.99,2024-10-09,2024-11-06,SUSPENDU
6490,Premium Hebdomadaire,23.17,2023-06-10,2023-06-16,EXPIRE
3323,Pro Annuel,707.2,2026-12-10,2027-12-16,ACTIVE
9397,Premium Hebdomadaire,22.14,2026-12-08,2026-12-16,ACTIVE
3515,Basique Hebdomadaire,14.77,2025-05-21,2025-05-29,ACTIVE
4421,Etudiant Mensuel,30.46,2025-03-01,2025-03-30,EXPIRE
8352,Family Mensuel,78.99,2023-08-06,2023-09-06,EXPIRE
5362,Basique Hebdomadaire,14.2,2024-03-03,2024-03-11,ACTIVE
3734,Etudiant Mensuel,29.37,2025-06-06,2025-07-05,ACTIVE
9464,Basique Mensuel,40.46,2024-12-14,2025-01-09,ACTIVE
7082,Pro Annuel,702.23,2023-12-14,2024-12-10,EXPIRE
1655,Premium Hebdomadaire,20.6,2023-10-04,2023-10-11,EXPIRE
5033,Premium Hebdomadaire,22.31,2024-05-05,2024-05-14,EXPIRE
224,Premium Mensuel,65.39,2026-09-08,2026-10-13,ACTIVE
8626,Etudiant Mensuel,26.69,2024-09-24,2024-10-22,ACTIVE
6195,Premium Mensuel,65.11,2023-12-25,2024-01-24,EXPIRE
1591,Premium Mensuel,68.06,2024-04-10,2024-05-08,ACTIVE
5983,Etudiant Mensuel,31.57,2026-03-04,2026-04-05,ACTIVE
3257,Premium Mensuel,68.4,2026-08-23,2026-09-18,ACTIVE
6681,Basique Hebdomadaire,12.94,2025-06-17,2025-06-23,ACTIVE
4771,Premium Hebdomadaire,20.82,2023-06-09,2023-06-16,ACTIVE
2182,Family Mensuel,79.35,2026-02-21,2026-03-25,SUSPENDU
6804,Pro Annuel,741.0,2025-07-20,2026-07-29,ACTIVE
4914,Basique Mensuel,37.87,2024-09-13,2024-10-12,ACTIVE
6787,Basique Mensuel,41.75,2023-12-06,2024-01-01,SUSPENDU
4790,Etudiant Mensuel,28.8,2026-07-07,2026-08-06,ACTIVE
1210,Premium Hebdomadaire,22.94,2023-01-21,2023-01-29,EXPIRE
422,Premium Hebdomadaire,22.95,2023-01-26,2023-02-04,ACTIVE
8741,Basique Hebdomadaire,10.86,2026-09-21,2026-09-28,ACTIVE
1707,Pro Annuel,701.2,2026-12-28,2027-12-23,ACTIVE
1159,Basique Mensuel,41.76,2023-02-18,2023-03-21,SUSPENDU
2307,Premium Mensuel,71.08,2024-12-24,2025-01-21,SUSPENDU
274,Family Mensuel,80.01,2025-11-20,2025-12-16,EXPIRE
172,Premium Mensuel,71.02,2025-12-10,2026-01-14,ACTIVE
3957,Basique Mensuel,39.92,2025-01-26,2025-03-02,ACTIVE
6697,Family Mensuel,84.98,2023-06-23,2023-07-23,EXPIRE
3189,Pro Annuel,701.6,2024-02-06,2025-02-04,ACTIVE
8133,Premium Mensuel,73.3,2023-06-08,2023-07-09,EXPIRE
4809,Etudiant Mensuel,30.56,2026-10-21,2026-11-19,ACTIVE
8084,Basique Mensuel,43.89,2024-02-22,2024-03-26,EXPIRE
1565,Etudiant Mensuel,29.32,2025-05-08,2025-06-04,ACTIVE
1783,Basique Mensuel,39.78,2025-03-24,2025-04-28,ACTIVE
844,Etudiant Mensuel,28.68,2024-11-27,2024-12-29,ACTIVE
9346,Etudiant Mensuel,26.02,2026-09-22,2026-10-20,EXPIRE
4462,Etudiant Mensuel,33.82,2025-10-27,2025-11-29,SUSPENDU
905,Premium Hebdomadaire,21.33,2024-02-24,2024-03-03,EXPIRE
5912,Premium Hebdomadaire,19.83,2023-08-09,2023-08-15,SUSPENDU
9951,Basique Mensuel,41.55,2023-04-13,2023-05-14,EXPIRE
9298,Family Mensuel,81.91,2023-06-12,2023-07-14,SUSPENDU
1548,Family Mensuel,80.53,2023-02-15,2023-03-18,SUSPENDU
2081,Basique Hebdomadaire,12.99,2025-10-05,2025-10-12,ACTIVE
9882,Basique Hebdomadaire,13.55,2023-11-02,2023-11-11,EXPIRE
3986,Family Mensuel,76.24,2023-03-10,2023-04-10,ACTIVE
6390,Premium Mensuel,67.15,2026-01-19,2026-02-19,EXPIRE
7580,Premium Hebdomadaire,18.22,2024-06-02,2024-06-09,ACTIVE
9246,Premium Hebdomadaire,18.62,2023-05-19,2023-05-26,EXPIRE
6568,Premium Mensuel,67.94,2024-01-15,2024-02-19,ACTIVE
8207,Family Mensuel,84.29,2026-06-19,2026-07-16,ACTIVE
3821,Pro Annuel,709.27,2026-12-07,2027-12-17,ACTIVE
2647,Family Mensuel,81.82,2026-02-06,2026-03-12,ACTIVE
4455,Premium Hebdomadaire,22.27,2026-05-17,2026-05-23,EXPIRE
7160,Basique Hebdomadaire,13.26,2024-11-22,2024-11-30,EXPIRE
8222,Etudiant Mensuel,30.55,2026-01-23,2026-02-26,ACTIVE
8597,Premium Hebdomadaire,19.2,2025-12-05,2025-12-11,EXPIRE
9590,Family Mensuel,79.13,2024-01-18,2024-02-22,ACTIVE
6072,Basique Mensuel,38.87,2023-06-08,2023-07-05,EXPIRE
2156,Basique Mensuel,38.98,2024-01-08,2024-02-10,ACTIVE
6713,Premium Hebdomadaire,23.57,2026-05-21,2026-05-30,ACTIVE
3716,Etudiant Mensuel,30.21,2025-08-11,2025-09-13,ACTIVE
4058,Basique Mensuel,40.8,2025-02-27,2025-03-31,ACTIVE
5953,Premium Hebdomadaire,20.5,2024-07-19,2024-07-27,ACTIVE
3103,Premium Hebdomadaire,23.96,2024-03-10,2024-03-19,ACTIVE
559,Pro Annuel,700.7,2023-11-10,2024-11-08,EXPIRE
4611,Pro Annuel,658.11,2026-01-19,2027-01-22,EXPIRE
6979,Family Mensuel,82.8,2025-02-02,2025-02-28,ACTIVE
1437,Premium Hebdomadaire,20.54,2025-04-17,2025-04-26,ACTIVE
508,Premium Hebdomadaire,19.23,2026-07-01,2026-07-08,ACTIVE
1870,Basique Hebdomadaire,13.25,2024-03-07,2024-03-16,SUSPENDU
756,Pro Annuel,704.73,2025-12-15,2026-12-11,ACTIVE
5420,Etudiant Mensuel,25.87,2024-02-07,2024-03-10,EXPIRE
4051,Premium Hebdomadaire,19.66,2023-11-11,2023-11-20,ACTIVE
8090,Etudiant Mensuel,27.87,2024-09-03,2024-10-07,ACTIVE
3837,Premium Hebdomadaire,22.22,2026-03-22,2026-03-29,ACTIVE
2119,Family Mensuel,75.38,2023-03-11,2023-04-07,ACTIVE
6153,Family Mensuel,78.6,2024-10-03,2024-11-01,ACTIVE
7809,Premium Mensuel,72.94,2026-04-13,2026-05-11,EXPIRE
502,Basique Mensuel,45.93,2026-04-17,2026-05-20,ACTIVE
6260,Etudiant Mensuel,29.89,2024-03-02,2024-04-04,EXPIRE
9744,Premium Hebdomadaire,20.33,2025-02-25,2025-03-04,ACTIVE
1540,Family Mensuel,74.82,2024-12-18,2025-01-17,SUSPENDU
6142,Family Mensuel,79.91,2026-04-10,2026-05-06,ACTIVE
1212,Pro Annuel,656.74,2023-09-06,2024-09-03,ACTIVE
9123,Pro Annuel,711.22,2023-12-17,2024-12-24,ACTIVE
673,Basique Hebdomadaire,13.37,2025-05-24,2025-06-02,ACTIVE
3378,Premium Mensuel,68.25,2026-11-17,2026-12-15,SUSPENDU
8784,Etudiant Mensuel,25.89,2025-04-27,2025-05-29,ACTIVE
1465,Premium Hebdomadaire,19.95,2026-02-26,2026-03-07,SUSPENDU
1193,Etudiant Mensuel,26.91,2023-04-23,2023-05-21,EXPIRE
6985,Pro Annuel,655.73,2025-01-16,2026-01-15,EXPIRE
1873,Premium Mensuel,69.44,2026-04-15,2026-05-17,ACTIVE
3591,Basique Mensuel,44.41,2023-02-04,2023-03-11,EXPIRE
6727,Family Mensuel,81.04,2026-08-27,2026-09-29,SUSPENDU
506,Pro Annuel,667.11,2024-09-06,2025-09-16,ACTIVE
8119,Premium Mensuel,69.57,2024-04-05,2024-05-03,ACTIVE
507,Etudiant Mensuel,26.92,2026-08-08,2026-09-09,ACTIVE
9450,Family Mensuel,81.32,2023-12-21,2024-01-22,EXPIRE
7132,Premium Hebdomadaire,19.66,2025-04-02,2025-04-08,ACTIVE
4808,Family Mensuel,86.86,2023-07-24,2023-08-27,EXPIRE
7304,Pro Annuel,710.6,2025-08-11,2026-08-19,EXPIRE
1774,Family Mensuel,80.34,2023-04-22,2023-05-19,EXPIRE
6855,Pro Annuel,700.03,2025-03-27,2026-03-23,ACTIVE
4907,Basique Mensuel,39.1,2023-08-23,2023-09-20,EXPIRE
798,Premium Hebdomadaire,21.22,2024-11-14,2024-11-20,ACTIVE
8786,Premium Hebdomadaire,19.2,2025-09-14,2025-09-20,SUSPENDU
7071,Premium Mensuel,77.46,2026-06-09,2026-07-13,ACTIVE
2830,Premium Hebdomadaire,19.13,2023-01-01,2023-01-09,EXPIRE
9320,Basique Hebdomadaire,11.01,2023-10-22,2023-10-28,EXPIRE
8738,Family Mensuel,79.56,2023-10-22,2023-11-17,EXPIRE
313,Pro Annuel,701.48,2024-05-12,2025-05-06,SUSPENDU
747,Basique Hebdomadaire,14.33,2026-03-03,2026-03-12,ACTIVE
3570,Pro Annuel,711.62,2025-08-28,2026-09-06,ACTIVE
791,Basique Mensuel,43.26,2024-10-17,2024-11-19,SUSPENDU
2477,Basique Mensuel,39.57,2026-12-07,2027-01-04,ACTIVE
9326,Premium Hebdomadaire,21.64,2024-12-06,2024-12-15,EXPIRE
